,BLOCK,DATE,TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,AC_POWER,DC_POWER
1441,5,2020-05-30,01:00,26.92997463333333,26.3968119,0.0,0.0,0.0
1442,6,2020-05-30,01:15,26.07999410344828,25.75550365517241,0.0,0.0,0.0
1443,7,2020-05-30,01:30,24.709818500000004,24.303867566666668,0.0,0.0,0.0
1444,8,2020-05-30,01:45,24.5050355,23.77980353333333,0.0,0.0,0.0
1445,9,2020-05-30,02:00,24.03427651724138,23.420100793103448,0.0,0.0,0.0
1446,10,2020-05-30,02:15,23.561014833333328,23.014751166666667,0.0,0.0,0.0
1447,11,2020-05-30,02:30,23.44592420689656,22.826087758620687,0.0,0.0,0.0
1448,12,2020-05-30,02:45,23.590169300000007,23.091042100000003,0.0,0.0,0.0
1449,13,2020-05-30,03:00,23.707537586206893,23.256745620689657,0.0,0.0,0.0
1450,14,2020-05-30,03:15,23.60865073333333,22.961358666666666,0.0,0.0,0.0
1451,15,2020-05-30,03:30,23.66515603333333,22.8551992,0.0,0.0,0.0
1452,16,2020-05-30,03:45,23.861258344827583,22.988277000000004,0.0,0.0,0.0
1453,17,2020-05-30,04:00,24.001286,22.884807400000003,0.0,0.0,0.0
1454,18,2020-05-30,04:15,23.873749600000004,22.919100833333328,0.0,0.0,0.0
1455,19,2020-05-30,04:30,23.773719482758622,22.59231772413793,0.0,0.0,0.0
1456,20,2020-05-30,04:45,23.838063233333333,22.527732333333336,0.0,0.0,0.0
1457,21,2020-05-30,05:00,23.980964448275863,22.819694655172416,0.0,0.0,0.0
1458,22,2020-05-30,05:15,23.8346821,22.318359466666664,0.0,0.0,0.0
1459,23,2020-05-30,05:30,23.58334133333333,21.981009,0.0,0.0,0.0
1460,24,2020-05-30,05:45,23.672746482758612,22.420285000000007,0.00045009486,0.0,0.0
1461,25,2020-05-30,06:00,23.99907926666667,22.900317399999995,0.0073249025366666,0.13588,0.1407866666666667
1462,26,2020-05-30,06:15,24.31754710344827,23.531919379310345,0.015087458775862,0.4271023809523809,0.44244809523809525
1463,27,2020-05-30,06:30,24.36936663333333,23.945122266666665,0.0178093433666666,0.5414490476190477,0.5607490476190475
1464,28,2020-05-30,06:45,24.441856,24.456810500000003,0.0357170422333333,1.1104528571428574,1.1470585714285713
1465,29,2020-05-30,07:00,25.03589275862069,25.97868603448276,0.0985079377241379,3.0101919047619043,3.081572857142857
1466,30,2020-05-30,07:15,25.66914373333333,27.293509933333336,0.1114509436,3.3795466666666667,3.4506266666666665
1467,31,2020-05-30,07:30,26.014155068965515,27.832418275862068,0.1039657008965517,3.1419009523809525,3.217110952380952
1468,32,2020-05-30,07:45,26.21130173333333,27.5272562,0.1392150568333333,4.402691904761905,4.497111428571429
1469,33,2020-05-30,08:00,27.117775466666664,30.8955617,0.2669899673333333,7.498823333333334,7.634821428571428
1470,34,2020-05-30,08:15,26.781264655172407,30.040735758620688,0.2079072020689655,6.272167619047619,6.387034761904762
1471,35,2020-05-30,08:30,26.109615,28.208099366666666,0.1482772239999999,4.708973333333334,4.802913333333333
1472,36,2020-05-30,08:45,25.788373344827583,28.674119586206896,0.2154493851724138,6.9509614285714285,7.078620476190478
1473,37,2020-05-30,09:00,26.10651663333333,31.08028253333333,0.3236861666666666,9.988323333333335,10.18248333333333
1474,38,2020-05-30,09:15,26.51990468965517,31.456435586206897,0.3180073086206897,9.812309523809523,10.001450476190476
1475,39,2020-05-30,09:30,26.940843566666672,32.851707000000005,0.3861781230000001,11.848812380952383,12.089877142857146
1476,40,2020-05-30,09:45,27.548072166666667,35.87183746666666,0.5942283216666666,17.06057619047619,17.44422
1477,41,2020-05-30,10:00,27.910501413793103,37.94116517241379,0.5691819124137932,16.485474761904758,16.845880476190477
1478,42,2020-05-30,10:15,28.476782166666663,38.0192168,0.5079887003333332,14.249540476190475,14.549608571428571
1479,43,2020-05-30,10:30,29.42414586206897,41.107080931034496,0.7076214027586208,20.440841428571424,20.916294285714287
1480,44,2020-05-30,10:45,30.913739966666665,49.52102430000001,0.9369564706666664,19.20373714285715,19.676333809523808
1481,45,2020-05-30,11:00,31.278098466666663,47.35640383333333,0.7625164443333335,14.70396476190476,15.049711428571431
1482,46,2020-05-30,11:15,31.905789172413787,51.048263137931045,0.987074708275862,20.367431904761904,20.88136619047619
1483,47,2020-05-30,11:30,32.40038546666666,51.640188566666666,0.8328051736666665,18.969486666666672,19.438779999999998
1484,48,2020-05-30,11:45,32.96299803448276,54.69868941379311,1.0359709579310343,17.975180952380956,18.42381857142857
1485,49,2020-05-30,12:00,33.16402170000001,50.691745966666666,0.617782115333333,13.900590952380949,14.204161428571428
1486,50,2020-05-30,12:15,33.14692303333333,47.62712613333333,0.6965329063333334,18.76120714285714,19.19215523809524
1487,51,2020-05-30,12:30,34.255510931034486,56.78703055172414,0.9960414413793102,19.44270285714285,19.93243952380952
1488,52,2020-05-30,12:45,34.49277953333333,57.07707833333336,0.884460836,17.166886666666667,17.585426666666667
1489,53,2020-05-30,13:00,35.01506744827586,54.8516855862069,0.8438060293103448,18.58957571428571,19.048171904761904
1490,54,2020-05-30,13:15,35.57238653333333,57.65958873333334,0.9409397846666666,20.258380952380953,20.771914285714285
1491,55,2020-05-30,13:30,35.86465056666667,56.2409188,0.8167053623333334,18.55868047619047,19.014211904761904
1492,56,2020-05-30,13:45,36.170828896551726,55.448996655172415,0.8500879662068966,18.708697142857147,19.17422476190476
1493,57,2020-05-30,14:00,35.8791038,52.71295663333334,0.824260238,18.949139999999996,19.405666666666665
1494,58,2020-05-30,14:15,35.94459365517242,51.349900724137925,0.7934317486206895,19.48842761904762,19.942599047619048
1495,59,2020-05-30,14:30,36.025648866666685,50.678597200000006,0.7504877179999999,19.634126666666663,20.0844
1496,60,2020-05-30,14:45,36.46223937931035,49.67382806896551,0.7266899831034483,19.10203619047619,19.536640952380957
1497,61,2020-05-30,15:00,37.038291233333325,49.66475023333333,0.6808359306666665,20.049105714285716,20.499793809523805
1498,62,2020-05-30,15:15,37.428121,49.058924533333325,0.6243103806666666,18.67029714285714,19.08307285714286
1499,63,2020-05-30,15:30,36.871171517241365,48.76117779310345,0.5755358613793102,17.12588380952381,17.498956190476193
1500,64,2020-05-30,15:45,36.61823533333333,46.94166666666667,0.5236087176666666,16.252566666666667,16.60078
1501,65,2020-05-30,16:00,36.55245013793103,45.959262,0.4692858168965516,14.623801428571426,14.930849523809526
1502,66,2020-05-30,16:15,36.426467133333325,43.91818623333333,0.4148623726666666,12.948128571428567,13.214600476190475
1503,67,2020-05-30,16:30,36.28947668965519,42.77483834482759,0.3615315610344827,11.413139523809521,11.642917142857144
1504,68,2020-05-30,16:45,36.38166093333334,41.71702763333334,0.3126336673333333,9.894454761904763,10.083876190476188
1505,69,2020-05-30,17:00,35.91564846666666,40.487598766666665,0.2525650936666666,8.07086095238095,8.212715238095235
1506,70,2020-05-30,17:15,35.45489910344828,38.62065175862069,0.2011415051724137,6.385446666666666,6.502986666666665
1507,71,2020-05-30,17:30,35.16447003571429,37.389189607142846,0.1528224096428571,4.728778571428572,4.823068571428571
1508,72,2020-05-30,17:45,34.806607931034485,35.957243862068964,0.0987987890689655,2.9348238095238095,3.0075095238095235
1509,73,2020-05-30,18:00,34.11661996666666,34.23459079999999,0.0489493161,1.4421861904761903,1.488494285714286
1510,74,2020-05-30,18:15,33.7702291724138,33.27685844827586,0.0275617622068965,0.7846395238095235,0.8118066666666667
1511,75,2020-05-30,18:30,33.38554473333334,32.382025000000006,0.0104004473599999,0.28614,0.2964866666666667
1512,76,2020-05-30,18:45,32.99551386206897,31.721315551724143,0.000559735022931,0.0,0.0
1513,77,2020-05-30,19:00,32.823653166666666,31.564240400000003,0.0,0.0,0.0
1514,78,2020-05-30,19:15,32.647284103448285,31.33284772413793,0.0,0.0,0.0
1515,79,2020-05-30,19:30,32.1994953,30.375280733333337,0.0,0.0,0.0
1516,80,2020-05-30,19:45,31.74300303448276,29.323392827586208,0.0,0.0,0.0
1517,81,2020-05-30,20:00,30.889555900000005,28.18157963333333,0.0,0.0,0.0
1518,82,2020-05-30,20:15,29.999992586206904,27.5773935862069,0.0,0.0,0.0
1519,83,2020-05-30,20:30,30.71953423333333,27.718881000000003,0.0,0.0,0.0
1520,84,2020-05-30,20:45,30.1452219,27.410910966666663,0.0,0.0,0.0
1521,85,2020-05-30,21:00,30.08647,27.06178027586208,0.0,0.0,0.0
1522,86,2020-05-30,21:15,29.662378933333336,26.671178166666664,0.0,0.0,0.0
1523,87,2020-05-30,21:30,29.78601310344828,26.178995000000004,0.0,0.0,0.0
1524,88,2020-05-30,21:45,29.67955723333333,25.698066133333327,0.0,0.0,0.0
1525,89,2020-05-30,22:00,29.0949584,25.20096026666667,0.0,0.0,0.0
1526,90,2020-05-30,22:15,28.566172620689656,24.988610620689656,0.0,0.0,0.0
1527,91,2020-05-30,22:30,28.682131833333337,25.62156166666667,0.0,0.0,0.0
1528,92,2020-05-30,22:45,28.516374379310346,25.8329931724138,0.0,0.0,0.0
1529,93,2020-05-30,23:00,28.16349693333333,25.648109866666665,0.0,0.0,0.0
1530,94,2020-05-30,23:15,27.89965086206897,25.26301610344828,0.0,0.0,0.0
1531,95,2020-05-30,23:30,27.798886966666664,25.04084273333333,0.0,0.0,0.0
1532,96,2020-05-30,23:45,27.731472633333336,24.894776399999994,0.0,0.0,0.0
1533,1,2020-05-31,00:00,27.2400891724138,24.326188655172416,0.0,0.0,0.0
1534,2,2020-05-31,00:15,27.180777933333328,24.19800923333333,0.0,0.0,0.0
1535,3,2020-05-31,00:30,27.63067831034482,24.354256344827583,0.0,0.0,0.0
1536,4,2020-05-31,00:45,27.532306,24.118866000000004,0.0,0.0,0.0
1537,5,2020-05-31,01:00,27.24455036666667,24.198669433333336,0.0,0.0,0.0
1538,6,2020-05-31,01:15,27.009202586206893,24.199347137931035,0.0,0.0,0.0
1539,7,2020-05-31,01:30,27.197297200000005,24.45462746666667,0.0,0.0,0.0
1540,8,2020-05-31,01:45,27.05856948275862,24.34783824137931,0.0,0.0,0.0
1541,9,2020-05-31,02:00,26.798573966666662,24.09575603333333,0.0,0.0,0.0
1542,10,2020-05-31,02:15,26.526500793103448,23.98469813793104,0.0,0.0,0.0
1543,11,2020-05-31,02:30,26.085212233333333,23.59523426666667,0.0,0.0,0.0
1544,12,2020-05-31,02:45,26.013380900000005,23.499401866666663,0.0,0.0,0.0
1545,13,2020-05-31,03:00,25.99326727586208,23.6857364137931,0.0,0.0,0.0
1546,14,2020-05-31,03:15,26.08363966666667,23.89557200000001,0.0,0.0,0.0
1547,15,2020-05-31,03:30,26.013526655172413,24.03578572413793,0.0,0.0,0.0
1548,16,2020-05-31,03:45,25.885065966666662,23.8843424,0.0,0.0,0.0
1549,17,2020-05-31,04:00,25.601646766666672,23.5670493,0.0,0.0,0.0
1550,18,2020-05-31,04:15,25.317720620689656,23.214291310344823,0.0,0.0,0.0
1551,19,2020-05-31,04:30,25.169656433333337,23.081614133333336,0.0,0.0,0.0
1552,20,2020-05-31,04:45,25.6225405862069,23.55671224137932,0.0,0.0,0.0
1553,21,2020-05-31,05:00,25.85061973333333,24.0697113,0.0,0.0,0.0
1554,22,2020-05-31,05:15,25.946306103448272,24.6745931724138,0.0,0.0,0.0
1555,23,2020-05-31,05:30,26.212676827586204,25.184758551724144,0.0001694370140344,0.0,0.0
1556,24,2020-05-31,05:45,26.250502333333337,25.32560306666668,0.0021765761446666,0.0,0.0
1557,25,2020-05-31,06:00,26.293774862068965,25.354828896551727,0.0154248861724137,0.385427619047619,0.39927666666666667
1558,26,2020-05-31,06:15,26.47503153333333,25.98855486666666,0.0410410586333333,1.177125238095238,1.2161480952380952
1559,27,2020-05-31,06:30,26.623247000000003,27.165574689655177,0.0711786957586207,2.132334761904762,2.194340476190476
1560,28,2020-05-31,06:45,26.876637733333336,28.5874726,0.0953332493666666,2.8290066666666664,2.90694
1561,29,2020-05-31,07:00,27.106279366666666,29.493136633333325,0.0943534478333333,2.830991904761905,2.908801428571429
1562,30,2020-05-31,07:15,27.146846344827587,29.54309482758621,0.0838950156206896,2.5755423809523807,2.6482019047619056
1563,31,2020-05-31,07:30,27.3117461,29.563504100000003,0.0903087209666666,2.8236695238095235,2.901537619047619
1564,32,2020-05-31,07:45,27.38396910344828,29.679152862068968,0.1110246576551724,3.6122080952380937,3.6926428571428573
1565,33,2020-05-31,08:00,27.74403266666667,31.240413499999995,0.1787927566666666,5.676619047619048,5.785796190476191
1566,34,2020-05-31,08:15,28.15140893333333,33.575649966666674,0.301327223,9.380160476190476,9.557339999999998
1567,35,2020-05-31,08:30,28.85903086206897,38.49397013793104,0.3827413824137931,10.532596666666667,10.73798619047619
1568,36,2020-05-31,08:45,28.908792066666667,37.432584800000015,0.2893271926666666,8.732084761904762,8.889230952380952
1569,37,2020-05-31,09:00,29.230036206896543,37.51293513793103,0.293544414137931,8.683747142857145,8.839047619047617
1570,38,2020-05-31,09:15,29.5595477,39.40730686666668,0.4417368036666665,12.80175095238095,13.065369047619045
1571,39,2020-05-31,09:30,30.568175344827587,47.62321131034482,0.7581236731034483,20.092902857142857,20.546405238095243
1572,40,2020-05-31,09:45,31.156837966666668,51.43617453333332,0.6040004026666667,16.69004857142857,17.054258571428566
1573,41,2020-05-31,10:00,31.05239956666667,45.03242686666668,0.451743708,14.667306190476191,14.979090952380952
1574,42,2020-05-31,10:15,31.722634206896554,47.4245668275862,0.6126659689655172,16.905455714285715,17.27349285714286
1575,43,2020-05-31,10:30,32.271562833333334,50.19941723333333,0.7158687563333334,19.067537142857137,19.492670476190472
1576,44,2020-05-31,10:45,33.31406296551724,57.166491448275856,0.7457961268965518,21.70834,22.226359999999993
1577,45,2020-05-31,11:00,32.96100906666666,51.626101666666656,0.4808237753333333,14.49817523809524,14.805552380952381
1578,46,2020-05-31,11:15,33.08877037931034,51.79495462068965,0.7030249227586206,18.97156,19.39763333333333
1579,47,2020-05-31,11:30,33.533041833333336,54.255354633333326,0.7328439533333335,20.39397619047619,20.85860619047619
1580,48,2020-05-31,11:45,33.543277241379315,50.77153675862069,0.4505056720689655,15.077123333333333,15.409959047619045
1581,49,2020-05-31,12:00,33.67513840000001,55.049168900000005,0.813154215,22.789858571428564,23.35012190476191
1582,50,2020-05-31,12:15,34.73891906666667,60.83309920000001,0.8998097250000001,23.312861904761903,23.893896666666667
1583,51,2020-05-31,12:30,34.07653389655172,52.363130724137925,0.3194593531034483,10.832106666666666,11.05038
1584,52,2020-05-31,12:45,34.74858209999999,54.45613010000001,0.860170252,24.233941428571423,24.836429047619045
1585,53,2020-05-31,13:00,35.2726524137931,61.08201006896552,0.8632760117241379,22.238201904761908,22.783876190476192
1586,54,2020-05-31,13:15,35.98741463333332,64.1427207,0.9603939863333336,25.409596666666665,26.05734285714286
1587,55,2020-05-31,13:30,35.82564268965517,63.02653303448275,0.837395707586207,22.600717619047618,23.157680952380954
1588,56,2020-05-31,13:45,36.074380533333326,62.14148253333333,0.8990759116666666,24.214880476190476,24.824873809523815
1589,57,2020-05-31,14:00,36.7613546,62.75171296666667,0.9187809383333334,24.59529428571428,25.219500476190472
1590,58,2020-05-31,14:15,36.608745586206894,61.79855031034482,0.6655635313793103,16.674120000000002,17.066119999999994
1591,59,2020-05-31,14:30,31.554353833333334,40.07902133333333,0.3005127816666666,8.659581904761906,8.829581904761904
1592,60,2020-05-31,14:45,29.09773824137931,32.461152137931045,0.2697951396551723,8.740164761904763,8.906723809523807
1593,61,2020-05-31,15:00,28.258013866666666,30.5615907,0.4094698046666666,13.051709047619045,13.323649047619048
1594,62,2020-05-31,15:15,28.61687723333333,34.26511020000001,0.286445456,9.043773333333332,9.228886666666668
1595,63,2020-05-31,15:30,28.31004703448276,31.66338493103449,0.1824975713793103,5.801413333333333,5.909113333333333
1596,64,2020-05-31,15:45,28.09238476666667,32.0827222,0.1858628973333333,5.819138571428572,5.928320476190476
1597,65,2020-05-31,16:00,28.06294406896552,31.57601393103448,0.1506258237931034,4.714900476190476,4.808720476190475
1598,66,2020-05-31,16:15,29.37561533333333,32.16830666666668,0.1437750286666666,4.484244285714286,4.57373619047619
1599,67,2020-05-31,16:30,29.412227,31.889497931034484,0.1258943477586207,3.9160266666666663,3.9951666666666656
1600,68,2020-05-31,16:45,29.63631283333333,31.64319953333333,0.0949052116,2.8791333333333333,2.951513333333333
1601,69,2020-05-31,17:00,29.727227400000004,31.1070222,0.0660900407666666,2.0006904761904765,2.059465714285714
1602,70,2020-05-31,17:15,29.63297568965517,30.42649889655172,0.0400000306551724,1.2047776190476187,1.244742857142857
1603,71,2020-05-31,17:30,29.6294576,30.210314766666663,0.0547341133666666,1.7445795238095236,1.7977485714285717
1604,72,2020-05-31,17:45,29.26658268965517,29.935880482758616,0.0485714671724138,1.5175800000000002,1.5656800000000002
1605,73,2020-05-31,18:00,29.2769705,29.4960744,0.034425974,1.0647933333333333,1.1009133333333334
1606,74,2020-05-31,18:15,29.359654766666665,29.106293833333336,0.0185542837166666,0.5502871428571429,0.5697500000000001
1607,75,2020-05-31,18:30,29.01673524137932,28.52748068965517,0.0018831484467931,0.02607761904761904,0.027022857142857144
1608,76,2020-05-31,18:45,28.521704166666662,27.120938133333333,0.0,0.0,0.0
1609,77,2020-05-31,19:00,25.673301827586208,24.197520241379312,7.940190241379313e-06,0.0,0.0
1610,78,2020-05-31,19:15,25.302272400000003,23.84010223333333,0.0006869619313333,0.0,0.0
1611,79,2020-05-31,19:30,25.5190387,23.86186216666667,0.0006716413406666,0.0,0.0
1612,80,2020-05-31,19:45,25.92626117241379,23.717881793103448,0.0012282454462068,0.0,0.0
1613,81,2020-05-31,20:00,25.868222133333337,23.557260200000005,0.0012794913646666,0.0,0.0
1614,82,2020-05-31,20:15,25.86443365517241,24.36525755172413,0.0008855208968965,0.0,0.0
1615,83,2020-05-31,20:30,26.0712495,24.731907466666662,0.0002469506195333,0.0,0.0
1616,84,2020-05-31,20:45,25.99110468965517,24.672519,0.0,0.0,0.0
1617,85,2020-05-31,21:00,25.90679843333333,24.3962097,0.0,0.0,0.0
1618,86,2020-05-31,21:15,25.56336389655172,24.169891448275862,0.0,0.0,0.0
1619,87,2020-05-31,21:30,25.33227123333334,24.059310066666672,0.0,0.0,0.0
1620,88,2020-05-31,21:45,25.28147476666667,24.49779563333333,3.838638e-06,0.0,0.0
1621,89,2020-05-31,22:00,25.27859720689655,25.041368,5.427062534482759e-05,0.0,0.0
1622,90,2020-05-31,22:15,25.172681666666666,25.051722133333328,0.0,0.0,0.0
1623,91,2020-05-31,22:30,25.16554944827586,24.985311379310343,0.0,0.0,0.0
1624,92,2020-05-31,22:45,25.097927966666663,24.7690255,0.0,0.0,0.0
1625,93,2020-05-31,23:00,24.955934655172417,24.54141020689656,0.0,0.0,0.0
1626,94,2020-05-31,23:15,24.791358266666663,24.301851366666664,0.0,0.0,0.0
1627,95,2020-05-31,23:30,24.71377466666667,24.239088933333328,0.0,0.0,0.0
1628,96,2020-05-31,23:45,24.88328603448276,24.51085468965517,0.0,0.0,0.0
1629,1,2020-06-01,00:00,25.14487823333333,24.373991933333336,0.0,0.0,0.0
1630,2,2020-06-01,00:15,25.005375275862065,23.899509793103448,0.0,0.0,0.0
1631,3,2020-06-01,00:30,24.77038563333333,23.57786976666667,0.0,0.0,0.0
1632,4,2020-06-01,00:45,24.599648379310345,23.444983448275863,0.0,0.0,0.0
1633,5,2020-06-01,01:00,24.5556591,23.400925566666665,0.0,0.0,0.0
1634,6,2020-06-01,01:15,24.649969433333336,23.3517333,0.0,0.0,0.0
1635,7,2020-06-01,01:30,24.90393048275861,23.57673272413793,0.0,0.0,0.0
1636,8,2020-06-01,01:45,24.6729461,23.422769266666663,0.0,0.0,0.0
1637,9,2020-06-01,02:00,24.439102793103444,23.29818010344828,0.0,0.0,0.0
1638,10,2020-06-01,02:15,24.264511233333337,23.09995933333333,0.0,0.0,0.0
1639,11,2020-06-01,02:30,24.043559,22.765743000000004,0.0,0.0,0.0
1640,12,2020-06-01,02:45,23.91952593103448,22.84983024137931,0.0,0.0,0.0
1641,13,2020-06-01,03:00,23.8130928,22.95408326666667,0.0,0.0,0.0
1642,14,2020-06-01,03:15,23.68584606896552,23.00851527586207,0.0,0.0,0.0
1643,15,2020-06-01,03:30,23.788126333333327,23.314534466666665,0.0,0.0,0.0
1644,16,2020-06-01,03:45,23.78079093103448,23.10813110344828,0.0,0.0,0.0
1645,17,2020-06-01,04:00,23.77050976666667,22.930192066666663,0.0,0.0,0.0
1646,18,2020-06-01,04:15,23.72071133333333,22.8736441,0.0,0.0,0.0
1647,19,2020-06-01,04:30,23.56803644827585,22.489772344827585,0.0,0.0,0.0
1648,20,2020-06-01,04:45,23.396958600000005,22.235097400000004,0.0,0.0,0.0
1649,21,2020-06-01,05:00,23.315240344827583,22.32914896551724,0.0,0.0,0.0
1650,22,2020-06-01,05:15,23.318588166666665,22.361772700000003,0.0,0.0,0.0
1651,23,2020-06-01,05:30,23.286697600000004,22.35413833333333,0.0,0.0,0.0
1652,24,2020-06-01,05:45,23.38028920689655,22.75453237931034,0.0007611838662068,0.0,0.0
1653,25,2020-06-01,06:00,23.470155033333327,22.829620200000004,0.0063919369866666,0.09989285714285713,0.1035442857142857
1654,26,2020-06-01,06:15,23.67332510344828,23.338527344827583,0.0209013741034482,0.6559399999999999,0.6788866666666666
1655,27,2020-06-01,06:30,23.979217633333327,23.886279333333327,0.0468731341666666,1.5176514285714289,1.5658495238095238
1656,28,2020-06-01,06:45,24.209690400000003,25.161978166666664,0.0697066674666666,2.318820476190476,2.3856842857142864
1657,29,2020-06-01,07:00,24.567252344827587,26.58705713793104,0.0646242286206896,2.0892399999999998,2.150586666666667
1658,30,2020-06-01,07:15,24.835614033333336,27.84200043333333,0.1504371014,5.093412857142857,5.194679523809523
1659,31,2020-06-01,07:30,25.36163324137931,30.20812979310345,0.1628700658620689,5.320439999999999,5.425540000000001
1660,32,2020-06-01,07:45,25.5112201,29.69533993333333,0.1320704731333333,4.298565714285714,4.3848223809523805
1661,33,2020-06-01,08:00,25.689117433333333,29.60674846666667,0.161106645,5.061827142857143,5.161974285714286
1662,34,2020-06-01,08:15,25.838382137931035,29.698359931034485,0.2175741148275862,6.541394761904762,6.660532380952381
1663,35,2020-06-01,08:30,26.10598753333333,30.992041066666665,0.2816243653333333,8.591410476190475,8.74871380952381
1664,36,2020-06-01,08:45,26.78541406896552,35.383090241379314,0.547218646551724,15.950700000000003,16.292486666666665
1665,37,2020-06-01,09:00,27.515931200000004,39.75073440000002,0.6603211486666669,18.916574285714283,19.335431904761904
1666,38,2020-06-01,09:15,28.245770233333328,41.81874679999999,0.6987364796666666,19.236454761904763,19.66689333333333
1667,39,2020-06-01,09:30,29.05904,46.36068413793104,0.8137932979310345,20.570535238095236,21.041504285714282
1668,40,2020-06-01,09:45,29.394693966666665,49.35060226666668,0.7883443606666666,18.696986666666664,19.13294666666667
1669,41,2020-06-01,10:00,29.30169255172414,47.55944086206897,0.6254762248275861,19.887963809523807,20.35996714285714
1670,42,2020-06-01,10:15,29.8226225,50.4896434,0.9184480953333332,24.514154285714284,25.12595238095238
1671,43,2020-06-01,10:30,30.160547758620687,49.79540931034483,0.6883862282758619,19.271448571428568,19.72043761904762
1672,44,2020-06-01,10:45,30.09952903333333,43.9329496,0.3199997146666665,10.10499761904762,10.29857285714286
1673,45,2020-06-01,11:00,30.165436866666667,41.23620903333333,0.3167546243333333,10.725593333333336,10.936593333333334
1674,46,2020-06-01,11:15,30.59765,43.20352179310344,0.4543418306896551,13.870072380952385,14.162407142857145
1675,47,2020-06-01,11:30,30.9631358,43.168145766666655,0.352625237,11.029773333333335,11.24603523809524
1676,48,2020-06-01,11:45,30.702194655172413,39.67880793103448,0.4859102437931034,9.948728571428571,10.15801761904762
1677,49,2020-06-01,12:00,32.09725336666666,53.4779175,1.0797786666666669,8.497120952380952,8.713150952380953
1678,50,2020-06-01,12:15,32.32455834482758,56.086723758620685,0.7521377041379309,19.562973333333332,20.036613333333335
1679,51,2020-06-01,12:30,32.71362183333334,49.31692216666666,0.9170147646666666,25.979760476190478,26.63050666666667
1680,52,2020-06-01,12:45,32.914065724137934,48.51724062068966,0.5200881703448276,17.224151428571428,17.6059019047619
1681,53,2020-06-01,13:00,32.35695386666666,41.9516938,0.2914817913333333,9.130998571428572,9.301269047619048
1682,54,2020-06-01,13:15,29.79072676666667,35.04367046666667,0.0697438200333333,2.2073852380952386,2.260757142857143
1683,55,2020-06-01,13:30,24.81791675,25.7830125,0.03035270925,0.9551499999999998,0.9877499999999999
1684,56,2020-06-01,13:45,25.2230896,25.4652862,0.0665650115,2.2145,2.2788600000000008
1685,57,2020-06-01,14:00,25.41993251724138,25.74652410344828,0.0549807242413793,1.8524500000000002,1.9078785714285713
1686,58,2020-06-01,14:15,25.73312062068965,25.572927448275863,0.043911696137931,1.4705400000000002,1.51774
1687,59,2020-06-01,14:30,25.779276466666666,25.289524266666664,0.0368734744,1.2098799999999998,1.2503266666666668
1688,60,2020-06-01,14:45,25.818098448275865,25.85411962068965,0.036230325275862,1.1807466666666666,1.2203533333333334
1689,61,2020-06-01,15:00,25.837277399999994,26.1028746,0.0375434128666666,1.2329199999999998,1.27412
1690,62,2020-06-01,15:15,25.770825620689656,26.20280220689655,0.0397396260344827,1.3090266666666663,1.3523466666666666
1691,63,2020-06-01,15:30,25.699231733333328,26.291916966666665,0.0438830790666666,1.4686719047619046,1.5164880952380952
1692,64,2020-06-01,15:45,25.7438171,26.56079706666667,0.0511050262666666,1.7319042857142852,1.7847366666666664
1693,65,2020-06-01,16:00,25.802610448275864,26.95674606896552,0.0626689252413793,2.1483999999999996,2.211133333333333
1694,66,2020-06-01,16:15,25.874815966666667,27.320389866666662,0.0838168420666666,2.88146,2.957966666666666
1695,67,2020-06-01,16:30,25.735058,27.556919448275863,0.0932735847586207,3.0849733333333336,3.157926666666667
1696,68,2020-06-01,16:45,25.29312340000001,26.63651126666668,0.0480440166999999,1.4979890476190476,1.5456228571428572
1697,69,2020-06-01,17:00,24.985779689655168,25.35485210344828,0.0526809618965517,1.6824219047619045,1.7343285714285712
1698,70,2020-06-01,17:15,24.644906633333328,24.1804921,0.0235144601,0.6728166666666665,0.6963147619047619
1699,71,2020-06-01,17:30,24.59279103846153,23.769449192307693,0.0081184141923076,0.17248397435897436,0.17883269230769233
1700,73,2020-06-01,18:00,23.71810766666667,23.40748345833333,0.0009708703345833,0.0,0.0
1701,74,2020-06-01,18:15,23.446385966666664,23.27403063333333,0.0003928348473333,0.0,0.0
1702,75,2020-06-01,18:30,23.588117965517245,23.3298445862069,5.559669268965517e-05,0.0,0.0
1703,76,2020-06-01,18:45,23.59890143333333,23.349148733333344,0.0,0.0,0.0
1704,77,2020-06-01,19:00,23.72271413793104,23.42210965517241,0.0,0.0,0.0
1705,78,2020-06-01,19:15,23.58577883333333,23.355973333333328,0.0,0.0,0.0
1706,79,2020-06-01,19:30,23.44893493103448,23.228958862068968,0.0,0.0,0.0
1707,80,2020-06-01,19:45,23.29360873333333,23.142231366666675,0.0,0.0,0.0
1708,81,2020-06-01,20:00,23.13512375862069,22.956744,0.0,0.0,0.0
1709,82,2020-06-01,20:15,23.22152303333333,22.95596703333333,0.0,0.0,0.0
1710,83,2020-06-01,20:30,23.271758862068967,22.853514620689648,0.0,0.0,0.0
1711,84,2020-06-01,20:45,23.369856766666665,23.009596599999995,0.0,0.0,0.0
1712,85,2020-06-01,21:00,23.33274262068965,23.007589344827576,0.0,0.0,0.0
1713,86,2020-06-01,21:15,23.3867891,23.03463536666667,0.0,0.0,0.0
1714,87,2020-06-01,21:30,23.4847129,23.058717766666664,0.0,0.0,0.0
