,BLOCK,DATE,TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,AC_POWER,DC_POWER
644,71,2020-05-21,17:30,34.842693551724146,37.10937710344828,0.1358204227931034,3.464165714285714,3.5342761904761906
645,72,2020-05-21,17:45,34.46411540000001,35.105866400000004,0.0886679892,2.205626666666667,2.2653733333333332
646,73,2020-05-21,18:00,33.8088268,33.25552273333333,0.0529919840333333,1.294053333333333,1.3346133333333332
647,74,2020-05-21,18:15,33.11641393103449,31.822438,0.0275458502413793,0.6688138095238096,0.69193
648,75,2020-05-21,18:30,32.4825041,30.666963733333336,0.00828100051,0.17853,0.18499190476190475
649,76,2020-05-21,18:45,32.057482166666674,29.9940937,0.000276297903,0.0,0.0
650,77,2020-05-21,19:00,31.57672868965517,29.450249000000003,0.0,0.0,0.0
651,78,2020-05-21,19:15,31.25591933333333,29.04394843333333,0.0,0.0,0.0
652,79,2020-05-21,19:30,30.977107482758623,28.7958291724138,0.0,0.0,0.0
653,80,2020-05-21,19:45,30.550292100000004,28.455880800000003,0.0,0.0,0.0
654,81,2020-05-21,20:00,30.003459666666668,28.12197983333333,0.0,0.0,0.0
655,82,2020-05-21,20:15,29.51438727586207,27.67549913793104,0.0,0.0,0.0
656,83,2020-05-21,20:30,29.050989866666672,27.293773466666668,0.0,0.0,0.0
657,84,2020-05-21,20:45,28.75883103448276,26.977796827586204,0.0,0.0,0.0
658,85,2020-05-21,21:00,28.3369395,26.6307382,0.0,0.0,0.0
659,86,2020-05-21,21:15,28.085361966666667,26.3725992,0.0,0.0,0.0
660,87,2020-05-21,21:30,27.949096758620687,26.246206344827588,0.0,0.0,0.0
661,88,2020-05-21,21:45,27.632276166666667,25.878340466666668,0.0,0.0,0.0
662,89,2020-05-21,22:00,27.514004666666665,25.730857066666665,0.0,0.0,0.0
663,90,2020-05-21,22:15,27.29016837931034,25.48178410344828,0.0,0.0,0.0
664,91,2020-05-21,22:30,26.98126303333333,25.008386133333325,0.0,0.0,0.0
665,92,2020-05-21,22:45,26.77157196551724,24.67034910344828,0.0,0.0,0.0
666,93,2020-05-21,23:00,26.574941966666668,24.570593333333328,0.0,0.0,0.0
667,94,2020-05-21,23:15,26.40247083333333,24.3771219,0.0,0.0,0.0
668,95,2020-05-21,23:30,26.296492,24.223027758620685,0.0,0.0,0.0
669,96,2020-05-21,23:45,26.206535933333328,24.350091533333337,0.0,0.0,0.0
670,1,2020-05-22,00:00,25.99485213793104,24.166761793103444,0.0,0.0,0.0
671,2,2020-05-22,00:15,25.83828143333333,23.9945465,0.0,0.0,0.0
672,3,2020-05-22,00:30,25.670603366666665,24.014672933333337,0.0,0.0,0.0
673,4,2020-05-22,00:45,25.44677924137932,23.89589393103448,0.0,0.0,0.0
674,5,2020-05-22,01:00,25.227821766666665,23.65580763333333,0.0,0.0,0.0
675,6,2020-05-22,01:15,25.062640366666667,23.2972891,0.0,0.0,0.0
676,7,2020-05-22,01:30,24.878541,22.97140606896552,0.0,0.0,0.0
677,8,2020-05-22,01:45,24.82188206666667,22.935877500000004,0.0,0.0,0.0
678,9,2020-05-22,02:00,24.76963206896552,22.937171724137933,0.0,0.0,0.0
679,10,2020-05-22,02:15,24.59553123333333,22.7131093,0.0,0.0,0.0
680,11,2020-05-22,02:30,24.56362903333333,22.73851293333333,0.0,0.0,0.0
681,12,2020-05-22,02:45,24.40930920689655,22.60719044827585,0.0,0.0,0.0
682,13,2020-05-22,03:00,24.281303,22.438980066666662,0.0,0.0,0.0
683,14,2020-05-22,03:15,24.142280241379307,22.20255896551724,0.0,0.0,0.0
684,15,2020-05-22,03:30,24.0494489,22.219565933333328,0.0,0.0,0.0
685,16,2020-05-22,03:45,23.964467366666668,22.411711633333333,0.0,0.0,0.0
686,17,2020-05-22,04:00,23.787370000000003,22.20228948275863,0.0,0.0,0.0
687,18,2020-05-22,04:15,23.615461266666667,21.958758733333333,0.0,0.0,0.0
688,19,2020-05-22,04:30,23.491023,21.728594866666665,0.0,0.0,0.0
689,20,2020-05-22,04:45,23.501643689655165,21.673350482758625,0.0,0.0,0.0
690,21,2020-05-22,05:00,23.441046433333337,21.60483603333333,0.0,0.0,0.0
691,22,2020-05-22,05:15,23.344786689655177,21.351205724137927,0.0,0.0,0.0
692,23,2020-05-22,05:30,23.21669933333333,21.19199323333333,0.0,0.0,0.0
693,24,2020-05-22,05:45,23.207561233333337,21.154133166666668,0.0018504192289999,0.003533333333333333,0.003653333333333333
694,25,2020-05-22,06:00,23.224341172413794,21.23008989655172,0.0150464187413793,0.35551333333333335,0.3682266666666667
695,26,2020-05-22,06:15,23.412565133333327,21.6428325,0.0364440829333333,0.8881095238095237,0.9179580952380952
696,27,2020-05-22,06:30,23.731374896551724,22.332524862068965,0.0682039968275862,1.8282133333333335,1.8811400000000003
697,28,2020-05-22,06:45,24.2926026,23.7948202,0.1043299106666666,2.9159452380952384,2.9799009523809525
698,29,2020-05-22,07:00,24.837042200000003,26.701679566666662,0.1522340403333332,3.425379047619048,3.494735714285714
699,30,2020-05-22,07:15,25.161568413793105,28.02738165517241,0.2235164524137931,4.848493333333334,4.939266666666667
700,31,2020-05-22,07:30,25.86289676666667,31.2285116,0.3315709863333333,7.009609523809525,7.134977142857142
701,32,2020-05-22,07:45,26.552562793103448,34.14181817241379,0.3869112479310344,8.308887619047619,8.47141
702,33,2020-05-22,08:00,27.161824433333337,35.93253889999999,0.4244252026666666,9.477212857142856,9.66813
703,34,2020-05-22,08:15,27.541916000000004,36.8019186,0.4674810996666666,10.795281904761904,11.018011428571429
704,35,2020-05-22,08:30,27.82692844827586,38.308498275862064,0.5250420731034483,12.401879999999998,12.664146666666667
705,36,2020-05-22,08:45,28.18195803333333,40.66426703333333,0.5898400813333334,13.503898095238096,13.796141904761901
706,37,2020-05-22,09:00,28.84968306896552,43.654425413793085,0.6501507796551723,12.704272857142856,12.98511761904762
707,38,2020-05-22,09:15,29.2417327,47.507954666666656,0.7139103179999999,12.571299999999997,12.85432
708,39,2020-05-22,09:30,29.783513433333336,49.5048544,0.7607933420000002,12.217949523809523,12.49649619047619
709,40,2020-05-22,09:45,30.14520796551724,51.53690841379312,0.802964108275862,12.476745714285716,12.764625714285714
710,41,2020-05-22,10:00,30.632145200000004,54.14784453333334,0.8434504773333334,12.269733333333333,12.559706666666665
711,42,2020-05-22,10:15,31.01010031034483,55.509168,0.8787097734482758,12.454109047619049,12.76308857142857
712,43,2020-05-22,10:30,31.450413966666662,56.60856536666666,0.9044473933333332,12.149306666666668,12.45758
713,44,2020-05-22,10:45,31.712303448275865,56.49571617241379,0.9310419879310344,12.048417142857142,12.357363333333332
714,45,2020-05-22,11:00,31.70868323333333,56.65728056666668,0.9389363266666668,12.19055380952381,12.502980952380952
715,46,2020-05-22,11:15,32.242335166666656,57.71978933333334,0.948619885,12.33594,12.651853333333333
716,47,2020-05-22,11:30,32.77925151724137,59.33700803448276,0.9552498431034484,12.544239999999999,12.865693333333335
717,48,2020-05-22,11:45,33.20048229999999,60.91322110000001,0.9528012313333332,12.600010476190478,12.922666190476189
718,49,2020-05-22,12:00,33.58039268965517,61.8809381724138,0.9440981024137932,12.552449047619048,12.87412761904762
719,50,2020-05-22,12:15,34.01334813333334,62.70936686666667,0.937828005,12.563500952380952,12.885256666666669
720,51,2020-05-22,12:30,33.95082383333333,60.745529,0.929320679,12.504726666666665,12.825153333333336
721,52,2020-05-22,12:45,34.40181331034483,61.769346103448285,0.9196886072413792,12.4829,12.801919999999999
722,53,2020-05-22,13:00,34.976118482758615,63.80456327586207,0.9072182727586204,13.237469230769229,13.574155238095239
723,54,2020-05-22,13:15,34.83037393103448,61.95494127586206,0.8938536562068966,12.97909095238095,13.308623333333333
724,55,2020-05-22,13:30,34.964687966666666,62.981750666666656,0.8757099556666667,11.504906666666665,11.795806666666666
725,56,2020-05-22,13:45,35.293674633333325,63.429100433333325,0.8573449146666666,11.899500476190479,12.19611095238095
726,57,2020-05-22,14:00,35.30012999999999,60.32280748275864,0.8319279393103448,12.08004,12.37434
727,58,2020-05-22,14:15,35.97692966666666,62.5950286,0.7988914876666666,12.49326857142857,12.784864285714288
728,59,2020-05-22,14:30,35.95554637931035,60.3234254137931,0.757962963448276,13.434319523809524,13.742522380952384
729,60,2020-05-22,14:45,36.15517973333333,59.44070023333334,0.712892354,14.794499999999998,15.130033333333332
730,61,2020-05-22,15:00,36.203579833333336,57.10282613333333,0.6639036466666666,15.524225714285715,15.872066190476191
731,62,2020-05-22,15:15,36.53600855172413,54.92006168965517,0.6136021413793104,14.535485238095234,14.856404285714284
732,63,2020-05-22,15:30,36.4829009,53.35857623333335,0.566235797,13.629679523809523,13.92650619047619
733,64,2020-05-22,15:45,36.51623772413792,50.82568079310345,0.5137632668965518,12.515073333333332,12.783110952380953
734,65,2020-05-22,16:00,36.495479266666656,48.6366159,0.4619180646666666,11.325293333333333,11.563253333333334
735,66,2020-05-22,16:15,36.90676475862068,48.01077582758621,0.4072016037931034,10.033023809523812,10.239534285714287
736,67,2020-05-22,16:30,36.86410623333334,46.2538929,0.351029381,8.729007142857144,8.904044761904762
737,68,2020-05-22,16:45,36.90602689655172,44.56530331034482,0.291662732413793,7.336501904761904,7.4736714285714285
738,69,2020-05-22,17:00,36.889153933333326,43.03815289999999,0.237599299,5.911764761904761,6.015310476190477
739,70,2020-05-22,17:15,36.57830536666666,40.440850833333336,0.1854702793333333,4.577913333333333,4.665106666666666
740,71,2020-05-22,17:30,36.53098717241378,38.56217789655173,0.1359976352068965,3.2872033333333333,3.3536280952380952
741,72,2020-05-22,17:45,36.01259269999999,36.65240663333333,0.0913657824666666,2.1609499999999997,2.2180428571428576
742,73,2020-05-22,18:00,34.713825862068965,34.0462762413793,0.0304520288965517,0.7534904761904763,0.7786442857142858
743,74,2020-05-22,18:15,33.565036133333344,31.3863639,0.0084263664133333,0.22752142857142857,0.23579952380952376
744,75,2020-05-22,18:30,33.05054237931034,30.11554696551724,0.0024452188362068,0.0136,0.014100000000000001
745,76,2020-05-22,18:45,32.84936956666666,29.884103366666665,6.139619366666667e-05,0.0,0.0
746,77,2020-05-22,19:00,32.577243,29.541916966666665,0.0,0.0,0.0
747,78,2020-05-22,19:15,32.24653451724138,29.283911275862067,0.0,0.0,0.0
748,79,2020-05-22,19:30,31.647290966666663,29.4522431,0.0,0.0,0.0
749,80,2020-05-22,19:45,30.91984043333333,29.248356266666665,0.0,0.0,0.0
750,81,2020-05-22,20:00,30.412124275862062,28.66433403448276,0.0,0.0,0.0
751,82,2020-05-22,20:15,30.16422013333333,28.157295733333328,0.0,0.0,0.0
752,83,2020-05-22,20:30,29.983647793103447,27.917840413793105,0.0,0.0,0.0
753,84,2020-05-22,20:45,29.9975493,28.12562353333333,0.0,0.0,0.0
754,85,2020-05-22,21:00,29.6879445,27.79396453333333,0.0,0.0,0.0
755,86,2020-05-22,21:15,29.530937482758628,27.591031793103447,0.0,0.0,0.0
756,87,2020-05-22,21:30,29.26959126666667,27.34383643333334,0.0,0.0,0.0
757,88,2020-05-22,21:45,28.94984596551724,26.888740275862062,0.0,0.0,0.0
758,89,2020-05-22,22:00,28.6407368,26.4522593,0.0,0.0,0.0
759,90,2020-05-22,22:15,28.326372366666668,25.970764066666664,0.0,0.0,0.0
760,91,2020-05-22,22:30,28.08963337931035,25.651714448275865,0.0,0.0,0.0
761,92,2020-05-22,22:45,27.973987866666665,25.81418643333333,0.0,0.0,0.0
762,93,2020-05-22,23:00,27.65889544827586,25.563916310344823,0.0,0.0,0.0
763,94,2020-05-22,23:15,27.41701873333333,25.2881672,0.0,0.0,0.0
764,95,2020-05-22,23:30,27.38874326666667,25.53173603333333,0.0,0.0,0.0
765,96,2020-05-22,23:45,27.014191448275856,25.30840106896552,0.0,0.0,0.0
766,1,2020-05-23,00:00,26.720194766666665,24.93793233333333,0.0,0.0,0.0
767,2,2020-05-23,00:15,26.4556884,24.550320333333328,0.0,0.0,0.0
768,3,2020-05-23,00:30,26.211620310344827,24.194504241379303,0.0,0.0,0.0
769,4,2020-05-23,00:45,26.10797946666668,24.0992696,0.0,0.0,0.0
770,5,2020-05-23,01:00,25.871246482758625,23.85640748275862,0.0,0.0,0.0
771,6,2020-05-23,01:15,25.814145100000005,23.76532583333333,0.0,0.0,0.0
772,7,2020-05-23,01:30,25.837760566666667,24.232896966666665,0.0,0.0,0.0
773,8,2020-05-23,01:45,25.81694824137931,24.5491331724138,0.0,0.0,0.0
774,9,2020-05-23,02:00,25.700773966666663,24.362688066666674,0.0,0.0,0.0
775,10,2020-05-23,02:15,25.590836333333336,24.136146066666665,0.0,0.0,0.0
776,11,2020-05-23,02:30,25.44831779310345,23.78755879310345,0.0,0.0,0.0
777,12,2020-05-23,02:45,25.415001333333333,23.583281600000003,0.0,0.0,0.0
778,13,2020-05-23,03:00,25.22627310344828,23.231575793103445,0.0,0.0,0.0
779,14,2020-05-23,03:15,24.98559566666667,22.74414273333333,0.0,0.0,0.0
780,15,2020-05-23,03:30,24.79134396666667,22.508908,0.0,0.0,0.0
781,16,2020-05-23,03:45,24.65176910344828,22.24635051724137,0.0,0.0,0.0
782,17,2020-05-23,04:00,24.4721009,21.9592774,0.0,0.0,0.0
783,18,2020-05-23,04:15,24.21784606896552,21.940328862068963,0.0,0.0,0.0
784,19,2020-05-23,04:30,24.31587946666667,21.950208633333336,0.0,0.0,0.0
785,20,2020-05-23,04:45,24.316370799999994,21.891620866666667,0.0,0.0,0.0
786,21,2020-05-23,05:00,24.02792989655172,21.66462337931035,0.0,0.0,0.0
787,22,2020-05-23,05:15,23.813047033333334,21.8106323,0.0,0.0,0.0
788,23,2020-05-23,05:30,23.84403503448276,21.93014427586207,0.0,0.0,0.0
789,24,2020-05-23,05:45,23.707536033333334,21.791834533333336,0.0014383581393333,0.0,0.0
790,25,2020-05-23,06:00,23.836609733333333,21.78412576666668,0.0141595838133333,0.3016738095238096,0.3124885714285714
791,26,2020-05-23,06:15,23.965293,22.39798713793104,0.0352355902413793,0.80346,0.8306933333333332
792,27,2020-05-23,06:30,24.5411042,23.30528673333333,0.058712884,1.4944852380952383,1.5391485714285713
793,28,2020-05-23,06:45,24.972080400000007,24.08396803333333,0.0874251922333333,2.3796890476190478,2.4385642857142855
794,29,2020-05-23,07:00,25.36907527586208,24.992333827586204,0.1645789924137931,3.46272619047619,3.5323942857142856
795,30,2020-05-23,07:15,26.0042399,27.742071500000005,0.2418249106666667,4.720984761904762,4.8097085714285726
796,31,2020-05-23,07:30,26.917700241379308,32.55195479310345,0.3148570596551724,6.12336,6.230953333333334
797,32,2020-05-23,07:45,27.429699566666663,35.60990889999999,0.3793576726666666,7.504215238095235,7.6462714285714295
798,33,2020-05-23,08:00,27.988890533333333,38.3060976,0.4341270063333333,8.939553333333333,9.119639999999999
799,34,2020-05-23,08:15,28.67064903448276,40.821387965517246,0.4836398434482758,10.338867619047617,10.552950476190475
800,35,2020-05-23,08:30,29.2585235,43.078069000000006,0.5337677543333335,11.65707761904762,11.903494761904764
801,36,2020-05-23,08:45,29.82619924137931,45.5783502413793,0.5889204568965518,12.937260476190476,13.21606380952381
802,37,2020-05-23,09:00,30.426238066666667,47.827062100000006,0.6451150216666667,14.062088095238092,14.370288571428569
803,38,2020-05-23,09:15,31.15696106666666,49.68050939999999,0.7018423813333332,14.924366666666664,15.256639999999999
804,39,2020-05-23,09:30,31.65189851724138,51.29599096551725,0.7519769720689654,12.90336476190476,13.195028095238094
805,40,2020-05-23,09:45,31.959610933333327,52.2273416,0.791683317,12.14510380952381,12.424319999999998
806,41,2020-05-23,10:00,32.56005868965518,53.39805979310346,0.8298047317241377,12.697793333333331,12.994733333333334
807,42,2020-05-23,10:15,32.90432746666666,55.08873696666666,0.8577585426666665,12.660279999999998,12.964896190476189
808,43,2020-05-23,10:30,33.65044886666667,56.9404368,0.8960065056666665,12.394346666666664,12.704653333333333
809,44,2020-05-23,10:45,33.529896620689655,55.78548137931034,0.9227391144827584,11.90695333333333,12.21228
810,45,2020-05-23,11:00,33.776356233333345,57.2085926,0.938062118,12.175625714285715,12.487858095238094
811,46,2020-05-23,11:15,34.1564585862069,56.55521031034483,0.9489915310344827,12.414206666666667,12.732553333333334
812,47,2020-05-23,11:30,34.1468976,56.966335833333325,0.953267991,12.52624476190476,12.847410476190474
813,48,2020-05-23,11:45,34.264609448275856,57.88459906896552,0.9497544024137932,12.556326666666669,12.878313333333335
814,49,2020-05-23,12:00,34.852522833333325,58.916664633333326,0.939489804,12.49281619047619,12.813176666666667
815,50,2020-05-23,12:15,35.171084566666664,58.822551633333326,0.9247430913333334,12.40948761904762,12.727671904761907
816,51,2020-05-23,12:30,35.31690075862069,59.86130489655172,0.9124897296551724,13.033548095238093,13.367746666666664
817,52,2020-05-23,12:45,35.353965233333334,58.1058104,0.8985497946666666,13.026060476190477,13.360105238095237
818,53,2020-05-23,13:00,35.96277151724138,58.698997724137925,0.8877546427586208,11.955613333333332,12.26202
819,54,2020-05-23,13:15,36.29276526666667,57.50219543333333,0.8630840616666667,13.339151904761907,13.678993333333338
820,55,2020-05-23,13:30,36.44097606666667,55.83034573333333,0.8493076746666667,13.778849047619047,14.127809523809521
821,56,2020-05-23,13:45,36.76474110344827,56.15993317241379,0.8451140272413794,13.447513333333337,13.78726
822,57,2020-05-23,14:00,37.34248639999999,58.3555124,0.8151929123333334,12.47052,12.771946666666667
823,58,2020-05-23,14:15,37.497076448275855,58.33965862068965,0.7900291168965516,12.990819523809526,13.294570476190476
824,59,2020-05-23,14:30,37.63767076666666,56.476443666666654,0.7452246323333332,14.051833809523806,14.374414761904763
825,60,2020-05-23,14:45,37.5318053,54.732021066666654,0.7034089543333332,14.682027142857143,15.014742857142858
826,61,2020-05-23,15:00,37.63801317241379,55.340708655172406,0.6494585644827586,15.172600000000001,15.510773333333335
827,62,2020-05-23,15:15,37.9939015,55.50677996666667,0.603796347,14.211393333333334,14.523606666666664
828,63,2020-05-23,15:30,37.99130351724138,53.36105868965516,0.5547324962068965,13.254600000000002,13.541646666666665
829,64,2020-05-23,15:45,37.81119796666666,50.44492493333334,0.5077070613333333,12.195368571428569,12.455348571428571
830,65,2020-05-23,16:00,37.853689633333325,49.362306666666655,0.4419189286666667,10.748592857142857,10.972588095238097
831,66,2020-05-23,16:15,37.979447931034485,48.62139141379311,0.3923041048275861,9.597034285714287,9.792950476190477
832,67,2020-05-23,16:30,38.01695633333334,46.89483423333333,0.3365806126666666,8.394419999999998,8.5609
833,68,2020-05-23,16:45,38.271593066666654,45.333284500000005,0.277961291,7.313553333333333,7.446186666666668
834,69,2020-05-23,17:00,38.68598265517242,44.41159051724138,0.2240962596551724,5.905174285714287,6.008685714285712
835,70,2020-05-23,17:15,38.21357223333335,42.65903836666667,0.1742070463333333,4.535034285714285,4.623875714285714
836,71,2020-05-23,17:30,37.20869589655173,39.7458832413793,0.1285143323448275,3.2691266666666663,3.336122380952381
837,72,2020-05-23,17:45,36.82153546666666,37.669591033333326,0.0879022486666666,2.1885995238095237,2.2487604761904763
838,73,2020-05-23,18:00,36.05550541379312,35.59737096551724,0.0541260664482758,1.3209600000000004,1.362166666666667
839,74,2020-05-23,18:15,35.323333666666656,33.78148493333333,0.0232463271333333,0.5806661904761904,0.6008461904761904
840,75,2020-05-23,18:30,34.50162689999999,32.10442206666666,0.0038204958,0.055092857142857124,0.05703285714285715
841,76,2020-05-23,18:45,34.227281482758606,31.297140241379303,0.0001720098631034,0.0,0.0
842,77,2020-05-23,19:00,33.81844083333333,30.73789153333333,0.0,0.0,0.0
843,78,2020-05-23,19:15,33.624554633333325,30.704173833333336,0.0,0.0,0.0
844,79,2020-05-23,19:30,33.44275720689656,31.280739517241383,0.0,0.0,0.0
845,80,2020-05-23,19:45,33.057945833333335,31.0951711,0.0,0.0,0.0
846,81,2020-05-23,20:00,32.32888055172415,30.57015365517241,0.0,0.0,0.0
847,82,2020-05-23,20:15,31.585262033333336,30.234904000000004,0.0,0.0,0.0
848,83,2020-05-23,20:30,30.911041166666667,29.6288493,0.0,0.0,0.0
849,84,2020-05-23,20:45,30.352885379310347,29.1147734137931,0.0,0.0,0.0
850,85,2020-05-23,21:00,29.79706316666667,28.53967293333333,0.0,0.0,0.0
851,86,2020-05-23,21:15,29.37549027586207,28.162750379310346,0.0,0.0,0.0
852,87,2020-05-23,21:30,28.980200233333328,27.7605824,0.0,0.0,0.0
853,88,2020-05-23,21:45,28.529278600000005,27.305844233333328,0.0,0.0,0.0
854,89,2020-05-23,22:00,28.255185,26.978490551724136,0.0,0.0,0.0
855,90,2020-05-23,22:15,27.946787566666668,26.5799976,0.0,0.0,0.0
856,91,2020-05-23,22:30,27.5781544137931,25.918446448275866,0.0,0.0,0.0
857,92,2020-05-23,22:45,27.3795706,25.467831533333328,0.0,0.0,0.0
858,93,2020-05-23,23:00,27.4245355,25.86614666666667,0.0,0.0,0.0
859,94,2020-05-23,23:15,27.187055793103443,25.80751813793104,0.0,0.0,0.0
860,95,2020-05-23,23:30,26.945311366666665,25.5226807,0.0,0.0,0.0
861,96,2020-05-23,23:45,26.75863146666667,25.31033193333333,0.0,0.0,0.0
862,1,2020-05-24,00:00,26.402938222222225,24.869211851851848,0.0,0.0,0.0
863,2,2020-05-24,00:15,26.13339755172414,24.37267110344828,0.0,0.0,0.0
864,3,2020-05-24,00:30,25.986046366666663,23.951500466666666,0.0,0.0,0.0
865,4,2020-05-24,00:45,25.982040896551723,23.87191668965517,0.0,0.0,0.0
866,5,2020-05-24,01:00,25.891755433333337,23.89785863333333,0.0,0.0,0.0
867,6,2020-05-24,01:15,25.795194586206904,24.100080862068964,0.0,0.0,0.0
868,7,2020-05-24,01:30,25.6424488,24.4022807,0.0,0.0,0.0
869,8,2020-05-24,01:45,25.72024116666667,25.17036846666668,0.0,0.0,0.0
870,9,2020-05-24,02:00,25.841424655172418,25.445594482758622,0.0,0.0,0.0
871,10,2020-05-24,02:15,25.82490973333333,25.21114903333333,0.0,0.0,0.0
872,11,2020-05-24,02:30,25.820132517241383,25.46969706896552,0.0,0.0,0.0
873,12,2020-05-24,02:45,25.820789566666665,25.576496966666667,0.0,0.0,0.0
874,13,2020-05-24,03:00,25.81853613793104,25.57257344827586,0.0,0.0,0.0
875,14,2020-05-24,03:15,25.8033478,25.360295433333327,0.0,0.0,0.0
876,15,2020-05-24,03:30,25.6260894,24.39922586666666,0.0,0.0,0.0
877,16,2020-05-24,03:45,25.460413517241378,23.8510911724138,0.0,0.0,0.0
878,17,2020-05-24,04:00,25.295731566666667,23.51264653333333,0.0,0.0,0.0
879,18,2020-05-24,04:15,25.30538189655173,23.366563655172417,0.0,0.0,0.0
880,19,2020-05-24,04:30,25.317015466666664,23.4218121,0.0,0.0,0.0
881,20,2020-05-24,04:45,25.217163,23.224318466666663,0.0,0.0,0.0
882,21,2020-05-24,05:00,25.227784068965512,23.253832551724145,0.0,0.0,0.0
883,22,2020-05-24,05:15,25.201992766666663,23.33053903333333,0.0,0.0,0.0
884,23,2020-05-24,05:30,25.03676106896552,23.232833448275866,0.0,0.0,0.0
885,24,2020-05-24,05:45,24.86051013333333,23.04596746666667,0.0013345879423333,0.0,0.0
886,25,2020-05-24,06:00,25.047056000000005,23.39000346666667,0.01217407527,0.24338952380952383,0.2522580952380952
887,26,2020-05-24,06:15,25.28124058620689,24.041390206896548,0.0350899675172413,0.80558,0.8327733333333334
888,27,2020-05-24,06:30,25.47712886666667,24.976963266666665,0.0653380148999999,1.6118323809523805,1.6597752380952377
889,28,2020-05-24,06:45,25.85121734482759,26.208415034482755,0.097212624275862,2.5220666666666665,2.5849333333333337
890,29,2020-05-24,07:00,26.308291633333333,27.890579166666665,0.1540659488,3.4264942857142864,3.4959638095238095
891,30,2020-05-24,07:15,26.727254896551724,29.83866420689656,0.2099217168965517,4.485099999999999,4.57321380952381
892,31,2020-05-24,07:30,27.275140500000003,32.053650966666666,0.277260079,5.89004,5.993366666666667
893,32,2020-05-24,07:45,27.69124753333333,33.9516184,0.345086497,7.45988,7.596593333333333
894,33,2020-05-24,08:00,28.09962306896552,36.22155120689655,0.4045691006896551,9.019699999999998,9.199762857142856
895,34,2020-05-24,08:15,28.69885456666667,38.32156473333334,0.455819775,10.456368095238092,10.670965714285714
896,35,2020-05-24,08:30,29.101366862068968,40.631425517241375,0.5044863772413792,11.764720952380952,12.011170952380951
897,36,2020-05-24,08:45,29.76086726666667,43.5098734,0.556928267,12.998166666666666,13.275366666666667
898,37,2020-05-24,09:00,30.223874862068968,45.577474655172416,0.6137585389655172,14.224173333333333,14.532946666666664
899,38,2020-05-24,09:15,30.7511668,48.79332576666668,0.671353908,15.426586666666665,15.767413333333332
900,39,2020-05-24,09:30,31.119519,50.53276903333334,0.7204940260000001,14.36595190476191,14.688032857142856
901,40,2020-05-24,09:45,31.453297551724138,51.940889620689646,0.7742790772413792,13.98651,14.305613809523809
902,41,2020-05-24,10:00,32.016924233333334,54.5020254,0.8106055340000001,13.31314,13.62024
903,42,2020-05-24,10:15,32.350063862068964,54.18066510344827,0.844439604137931,13.011739999999998,13.316653333333331
904,43,2020-05-24,10:30,32.85800903333334,55.97336833333334,0.8759719593333332,11.172133333333333,11.444566666666667
905,44,2020-05-24,10:45,33.199514866666654,56.135431966666665,0.897621417,11.519885238095238,11.811561428571427
906,45,2020-05-24,11:00,33.41826031034483,55.3901491724138,0.9150036986206896,12.448370476190476,12.767568095238094
907,46,2020-05-24,11:15,33.41838490000001,55.189324933333324,0.9247903596666665,9.9823,10.237779999999999
908,47,2020-05-24,11:30,33.95821510344827,58.21003693103448,0.9284057110344828,9.596067142857143,9.841491428571427
909,48,2020-05-24,11:45,34.242837333333334,57.994688100000005,0.9262770653333332,9.704773333333334,9.953199999999999
910,49,2020-05-24,12:00,34.49443766666667,56.83340373333333,0.9128928013333332,9.72308,9.972219999999998
911,50,2020-05-24,12:15,34.92356531034483,57.05526503448276,0.906127996551724,10.566372857142856,10.834233333333332
912,51,2020-05-24,12:30,35.02100123333334,56.94017953333333,0.8972975103333333,10.672144285714285,10.94245095238095
913,52,2020-05-24,12:45,35.59846348275862,59.70246931034482,0.8916655068965518,10.553953333333332,10.821659999999998
914,53,2020-05-24,13:00,35.69947006666667,57.66288356666667,0.8822624380000001,10.788033333333335,11.06038
915,54,2020-05-24,13:15,35.65648383333333,56.96130673333333,0.8682732336666668,11.339728095238097,11.624798571428572
916,55,2020-05-24,13:30,36.1507882413793,58.844781448275846,0.851252400689655,11.562621904761905,11.84663380952381
917,56,2020-05-24,13:45,36.4210002,56.72288319999999,0.825711697333333,11.859340476190473,12.139844285714284
918,57,2020-05-24,14:00,36.75481344827586,57.150470620689646,0.8011764662068966,12.172666666666665,12.454586666666666
919,58,2020-05-24,14:15,37.07135226666667,57.42612313333333,0.7703641123333332,12.452813333333332,12.737953333333333
920,59,2020-05-24,14:30,37.2610419,56.476959333333326,0.7298151716666667,13.520666190476192,13.827324285714287
921,60,2020-05-24,14:45,37.33837655172415,55.58946293103448,0.6869518420689655,13.816695238095235,14.126843809523807
922,61,2020-05-24,15:00,37.3177489,52.49230353333333,0.6405311346666664,15.777090476190477,16.127507619047616
923,62,2020-05-24,15:15,37.8558788275862,53.01968789655172,0.5906654517241378,14.69787809523809,15.019199999999998
924,63,2020-05-24,15:30,37.629669266666674,52.48177703333332,0.5408719786666665,13.611220000000001,13.90412666666667
925,64,2020-05-24,15:45,37.87520046666666,51.82158226666667,0.4885721723333333,12.38938523809524,12.65128619047619
926,65,2020-05-24,16:00,37.89913620689654,49.538368068965525,0.4384419389655172,11.18183,11.414186666666668
927,66,2020-05-24,16:15,38.77518216666667,49.99135630000001,0.385321908,9.913263333333333,10.114771904761904
